epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601655870146,2020-10-02T12.24.30.146,39.360,-0.381,1.936,2.256
1601655870157,2020-10-02T12.24.30.157,39.371,0.534,1.845,2.561
1601655870167,2020-10-02T12.24.30.167,39.381,1.265,2.515,2.378
1601655870177,2020-10-02T12.24.30.177,39.391,1.585,3.216,2.271
1601655870187,2020-10-02T12.24.30.187,39.401,1.463,2.820,1.753
1601655870196,2020-10-02T12.24.30.196,39.410,1.677,1.799,1.311
1601655870206,2020-10-02T12.24.30.206,39.420,2.470,1.296,1.524
1601655870217,2020-10-02T12.24.30.217,39.431,2.591,2.241,2.119
1601655870227,2020-10-02T12.24.30.227,39.441,2.363,3.415,2.561
1601655870236,2020-10-02T12.24.30.236,39.450,2.561,4.131,2.622
1601655870246,2020-10-02T12.24.30.246,39.460,2.119,4.527,2.713
1601655870256,2020-10-02T12.24.30.256,39.470,1.037,4.710,2.942
1601655870266,2020-10-02T12.24.30.266,39.480,0.595,4.253,2.698
1601655870277,2020-10-02T12.24.30.277,39.491,1.037,3.186,2.012
1601655870285,2020-10-02T12.24.30.285,39.499,0.747,3.293,2.012
1601655870296,2020-10-02T12.24.30.296,39.510,0.503,4.771,2.210
1601655870306,2020-10-02T12.24.30.306,39.520,-0.061,4.162,1.768
1601655870316,2020-10-02T12.24.30.316,39.530,-0.488,3.110,1.174
1601655870325,2020-10-02T12.24.30.325,39.539,-0.473,1.997,0.671
1601655870335,2020-10-02T12.24.30.335,39.549,-0.686,0.915,0.534
1601655870346,2020-10-02T12.24.30.346,39.560,-0.930,1.021,0.351
1601655870356,2020-10-02T12.24.30.356,39.570,-1.220,2.744,-0.046
1601655870366,2020-10-02T12.24.30.366,39.580,-1.341,4.009,-0.213
1601655870375,2020-10-02T12.24.30.375,39.589,-1.448,3.628,-0.091
1601655870385,2020-10-02T12.24.30.385,39.599,-1.601,3.171,-0.320
1601655870395,2020-10-02T12.24.30.395,39.609,-1.890,1.845,-1.067
1601655870406,2020-10-02T12.24.30.406,39.620,-1.631,-0.762,-1.829
1601655870414,2020-10-02T12.24.30.414,39.628,-1.860,-2.348,-1.799
1601655870425,2020-10-02T12.24.30.425,39.639,-2.470,-2.500,-1.402
1601655870435,2020-10-02T12.24.30.435,39.649,-2.759,-1.845,-1.143
1601655870445,2020-10-02T12.24.30.445,39.659,-2.988,-1.098,-0.976
1601655870455,2020-10-02T12.24.30.455,39.669,-2.165,-0.823,-0.762
1601655870464,2020-10-02T12.24.30.464,39.678,-1.128,-0.640,0.015
1601655870474,2020-10-02T12.24.30.474,39.688,-1.540,0.259,0.976
1601655870485,2020-10-02T12.24.30.485,39.699,-2.271,0.762,0.915
1601655870495,2020-10-02T12.24.30.495,39.709,-2.271,0.274,0.686
1601655870504,2020-10-02T12.24.30.504,39.718,-1.326,-0.747,0.351
1601655870514,2020-10-02T12.24.30.514,39.728,-0.579,-1.784,0.015
1601655870524,2020-10-02T12.24.30.524,39.738,-0.747,-1.570,0.198
1601655870534,2020-10-02T12.24.30.534,39.748,-0.884,-0.244,0.229
1601655870545,2020-10-02T12.24.30.545,39.759,-1.296,1.829,0.229
1601655870554,2020-10-02T12.24.30.554,39.768,-1.540,2.957,0.412
1601655870564,2020-10-02T12.24.30.564,39.778,-1.235,2.851,1.189
1601655870574,2020-10-02T12.24.30.574,39.788,-0.960,2.439,1.921
1601655870584,2020-10-02T12.24.30.584,39.798,-0.716,1.921,1.784
1601655870593,2020-10-02T12.24.30.593,39.807,-0.320,1.235,1.265
1601655870603,2020-10-02T12.24.30.603,39.817,-0.351,0.427,0.945
1601655870614,2020-10-02T12.24.30.614,39.828,-0.076,-0.274,0.869
1601655870624,2020-10-02T12.24.30.624,39.838,0.122,-0.030,0.655
1601655870634,2020-10-02T12.24.30.634,39.848,-0.503,0.274,0.534
1601655870643,2020-10-02T12.24.30.643,39.857,-1.509,0.076,0.030
1601655870653,2020-10-02T12.24.30.653,39.867,-2.027,-0.701,-0.457
1601655870663,2020-10-02T12.24.30.663,39.877,-2.119,-0.747,-0.534
1601655870674,2020-10-02T12.24.30.674,39.888,-1.860,-0.061,-0.640
1601655870684,2020-10-02T12.24.30.684,39.898,-1.494,0.213,-0.930
1601655870693,2020-10-02T12.24.30.693,39.907,-1.524,-0.854,-0.823
1601655870703,2020-10-02T12.24.30.703,39.917,-1.540,-1.357,-0.518
1601655870713,2020-10-02T12.24.30.713,39.927,-1.540,-0.960,-0.686
1601655870723,2020-10-02T12.24.30.723,39.937,-1.357,-0.732,-0.732
1601655870732,2020-10-02T12.24.30.732,39.946,-1.113,-0.152,-0.427
1601655870742,2020-10-02T12.24.30.742,39.956,-1.113,0.671,-0.183
1601655870753,2020-10-02T12.24.30.753,39.967,-0.808,1.037,-0.168
1601655870763,2020-10-02T12.24.30.763,39.977,-0.366,0.747,-0.244
1601655870773,2020-10-02T12.24.30.773,39.987,-0.427,0.274,-0.229
1601655870782,2020-10-02T12.24.30.782,39.996,-0.564,-0.457,0.427
1601655870792,2020-10-02T12.24.30.792,40.006,-0.595,-0.107,0.701
1601655870803,2020-10-02T12.24.30.803,40.017,-0.976,0.579,0.671
1601655870813,2020-10-02T12.24.30.813,40.027,-1.479,0.351,0.610
1601655870822,2020-10-02T12.24.30.822,40.036,-1.524,-0.655,0.564
1601655870832,2020-10-02T12.24.30.832,40.046,-1.387,-1.616,0.930
1601655870842,2020-10-02T12.24.30.842,40.056,-1.159,-1.265,1.341
1601655870852,2020-10-02T12.24.30.852,40.066,-0.823,0.000,1.540
1601655870863,2020-10-02T12.24.30.863,40.077,-0.396,0.793,1.585
1601655870871,2020-10-02T12.24.30.871,40.085,0.076,0.457,1.662
1601655870882,2020-10-02T12.24.30.882,40.096,0.442,0.061,1.707
1601655870892,2020-10-02T12.24.30.892,40.106,0.427,0.518,1.235
1601655870902,2020-10-02T12.24.30.902,40.116,0.122,0.930,0.640
1601655870911,2020-10-02T12.24.30.911,40.125,-0.046,0.412,-0.274
1601655870921,2020-10-02T12.24.30.921,40.135,0.381,-0.076,-0.976
1601655870931,2020-10-02T12.24.30.931,40.145,0.610,0.183,-1.296
1601655870942,2020-10-02T12.24.30.942,40.156,0.259,0.793,-1.418
1601655870952,2020-10-02T12.24.30.952,40.166,-0.213,1.341,-1.235
1601655870961,2020-10-02T12.24.30.961,40.175,-0.671,1.555,-0.823
1601655870971,2020-10-02T12.24.30.971,40.185,-0.564,1.037,-0.107
1601655870981,2020-10-02T12.24.30.981,40.195,-0.503,-0.015,0.366
1601655870992,2020-10-02T12.24.30.992,40.206,-0.579,-0.869,0.366
1601655871000,2020-10-02T12.24.31.000,40.214,-1.006,-0.793,0.457
1601655871011,2020-10-02T12.24.31.011,40.225,-1.463,-0.412,0.671
1601655871021,2020-10-02T12.24.31.021,40.235,-1.463,-0.488,1.082
1601655871031,2020-10-02T12.24.31.031,40.245,-1.524,-0.229,1.387
1601655871041,2020-10-02T12.24.31.041,40.255,-1.631,0.732,1.357
1601655871050,2020-10-02T12.24.31.050,40.264,-1.402,1.037,1.372
1601655871060,2020-10-02T12.24.31.060,40.274,-1.326,0.747,1.509
1601655871071,2020-10-02T12.24.31.071,40.285,-1.159,0.671,1.311
1601655871081,2020-10-02T12.24.31.081,40.295,-0.732,0.549,0.762
1601655871090,2020-10-02T12.24.31.090,40.304,-0.427,-0.320,0.320
1601655871100,2020-10-02T12.24.31.100,40.314,-0.442,-1.189,0.000
1601655871110,2020-10-02T12.24.31.110,40.324,-0.564,-1.372,-0.290
1601655871120,2020-10-02T12.24.31.120,40.334,-0.457,-0.610,-0.259
1601655871131,2020-10-02T12.24.31.131,40.345,-0.610,0.366,-0.122
1601655871139,2020-10-02T12.24.31.139,40.353,-0.412,0.671,-0.168
1601655871150,2020-10-02T12.24.31.150,40.364,-0.274,0.838,-0.305
1601655871160,2020-10-02T12.24.31.160,40.374,-0.488,1.433,-0.305
1601655871170,2020-10-02T12.24.31.170,40.384,-0.427,1.494,-0.274
1601655871179,2020-10-02T12.24.31.179,40.393,-0.503,0.320,-0.518
1601655871189,2020-10-02T12.24.31.189,40.403,-0.351,-0.198,-0.488
1601655871200,2020-10-02T12.24.31.200,40.414,-0.137,0.030,-0.457
1601655871210,2020-10-02T12.24.31.210,40.424,0.000,0.061,-0.061
1601655871220,2020-10-02T12.24.31.220,40.434,-0.030,-0.244,0.213
1601655871229,2020-10-02T12.24.31.229,40.443,-0.168,-0.930,0.442
1601655871239,2020-10-02T12.24.31.239,40.453,-0.381,-0.960,0.686
1601655871249,2020-10-02T12.24.31.249,40.463,-0.747,0.198,1.159
1601655871260,2020-10-02T12.24.31.260,40.474,-1.341,2.256,1.296
1601655871268,2020-10-02T12.24.31.268,40.482,-1.326,2.668,0.899
1601655871279,2020-10-02T12.24.31.279,40.493,-0.625,1.128,0.381
1601655871289,2020-10-02T12.24.31.289,40.503,-0.152,-0.777,0.290
1601655871299,2020-10-02T12.24.31.299,40.513,-0.427,-1.265,0.335
1601655871309,2020-10-02T12.24.31.309,40.523,-1.311,-0.534,0.320
1601655871318,2020-10-02T12.24.31.318,40.532,-1.341,0.076,0.412
1601655871328,2020-10-02T12.24.31.328,40.542,-0.960,-0.183,0.427
1601655871339,2020-10-02T12.24.31.339,40.553,-0.716,-0.777,0.244
1601655871349,2020-10-02T12.24.31.349,40.563,-0.701,-0.595,0.152
1601655871358,2020-10-02T12.24.31.358,40.572,-0.854,0.229,0.122
1601655871368,2020-10-02T12.24.31.368,40.582,-0.716,0.579,0.046
1601655871378,2020-10-02T12.24.31.378,40.592,-0.442,0.076,0.274
1601655871388,2020-10-02T12.24.31.388,40.602,-0.335,0.152,0.473
1601655871399,2020-10-02T12.24.31.399,40.613,-0.655,0.610,0.686
1601655871408,2020-10-02T12.24.31.408,40.622,-0.640,-0.076,0.488
1601655871418,2020-10-02T12.24.31.418,40.632,-0.091,-0.777,0.198
1601655871428,2020-10-02T12.24.31.428,40.642,-0.244,-0.274,0.274
1601655871438,2020-10-02T12.24.31.438,40.652,-0.610,0.381,0.473
1601655871447,2020-10-02T12.24.31.447,40.661,-1.021,0.229,0.640
1601655871457,2020-10-02T12.24.31.457,40.671,-1.159,0.076,0.427
1601655871468,2020-10-02T12.24.31.468,40.682,-1.174,-0.412,-0.015
1601655871478,2020-10-02T12.24.31.478,40.692,-0.625,-0.945,-0.259
1601655871488,2020-10-02T12.24.31.488,40.702,0.015,-0.564,-0.396
1601655871497,2020-10-02T12.24.31.497,40.711,-0.610,0.107,-0.320
1601655871507,2020-10-02T12.24.31.507,40.721,-1.082,0.457,-0.259
1601655871517,2020-10-02T12.24.31.517,40.731,-1.113,-0.152,-0.107
1601655871528,2020-10-02T12.24.31.528,40.742,-0.960,-0.320,-0.122
1601655871538,2020-10-02T12.24.31.538,40.752,-1.082,0.061,0.091
1601655871547,2020-10-02T12.24.31.547,40.761,-0.777,0.747,0.274
1601655871557,2020-10-02T12.24.31.557,40.771,-0.655,0.960,0.259
1601655871567,2020-10-02T12.24.31.567,40.781,-0.976,0.442,0.747
1601655871577,2020-10-02T12.24.31.577,40.791,-1.341,0.549,1.204
1601655871586,2020-10-02T12.24.31.586,40.800,-1.128,1.128,0.899
1601655871596,2020-10-02T12.24.31.596,40.810,-0.884,1.540,0.640
1601655871607,2020-10-02T12.24.31.607,40.821,-0.412,1.997,0.777
1601655871617,2020-10-02T12.24.31.617,40.831,-0.579,1.646,0.686
1601655871627,2020-10-02T12.24.31.627,40.841,-0.488,0.503,0.930
1601655871636,2020-10-02T12.24.31.636,40.850,-0.091,-0.076,1.189
1601655871646,2020-10-02T12.24.31.646,40.860,-0.030,0.046,1.296
1601655871657,2020-10-02T12.24.31.657,40.871,-0.076,0.305,1.006
1601655871667,2020-10-02T12.24.31.667,40.881,0.061,0.061,0.793
1601655871676,2020-10-02T12.24.31.676,40.890,-0.046,0.625,0.793
1601655871686,2020-10-02T12.24.31.686,40.900,-0.290,1.951,0.930
1601655871696,2020-10-02T12.24.31.696,40.910,-0.274,1.860,1.113
1601655871706,2020-10-02T12.24.31.706,40.920,-0.107,1.250,1.174
1601655871717,2020-10-02T12.24.31.717,40.931,-0.091,0.655,1.433
1601655871725,2020-10-02T12.24.31.725,40.939,-0.198,0.534,1.326
1601655871736,2020-10-02T12.24.31.736,40.950,-0.213,0.473,1.052
1601655871746,2020-10-02T12.24.31.746,40.960,-0.122,0.000,0.762
1601655871756,2020-10-02T12.24.31.756,40.970,-0.244,-0.198,0.320
1601655871765,2020-10-02T12.24.31.765,40.979,-0.899,0.671,0.076
1601655871775,2020-10-02T12.24.31.775,40.989,-1.433,1.296,-0.198
1601655871785,2020-10-02T12.24.31.785,40.999,-1.738,1.098,-0.305
1601655871796,2020-10-02T12.24.31.796,41.010,-1.250,-0.015,-0.320
1601655871806,2020-10-02T12.24.31.806,41.020,-0.671,-0.716,-0.213
1601655871815,2020-10-02T12.24.31.815,41.029,-0.762,-0.091,-0.046
1601655871825,2020-10-02T12.24.31.825,41.039,-1.052,1.235,0.320
1601655871835,2020-10-02T12.24.31.835,41.049,-1.646,1.829,0.915
1601655871846,2020-10-02T12.24.31.846,41.060,-2.027,1.585,1.387
1601655871854,2020-10-02T12.24.31.854,41.068,-1.936,0.427,1.372
1601655871865,2020-10-02T12.24.31.865,41.079,-1.159,0.015,1.174
1601655871875,2020-10-02T12.24.31.875,41.089,-0.655,0.091,0.869
1601655871885,2020-10-02T12.24.31.885,41.099,-0.488,0.442,0.732
1601655871895,2020-10-02T12.24.31.895,41.109,-0.244,0.808,0.869
1601655871904,2020-10-02T12.24.31.904,41.118,0.229,0.793,0.747
1601655871914,2020-10-02T12.24.31.914,41.128,0.244,1.143,0.930
1601655871925,2020-10-02T12.24.31.925,41.139,0.518,2.241,1.082
1601655871935,2020-10-02T12.24.31.935,41.149,1.220,2.500,0.549
1601655871944,2020-10-02T12.24.31.944,41.158,1.936,1.692,0.107
1601655871954,2020-10-02T12.24.31.954,41.168,2.210,0.854,0.152
1601655871964,2020-10-02T12.24.31.964,41.178,1.890,0.915,-0.137
1601655871974,2020-10-02T12.24.31.974,41.188,1.601,1.204,-0.991
1601655871985,2020-10-02T12.24.31.985,41.199,1.357,0.655,-1.448
1601655871993,2020-10-02T12.24.31.993,41.207,1.052,0.244,-1.387
1601655872004,2020-10-02T12.24.32.004,41.218,0.747,0.884,-0.915
1601655872014,2020-10-02T12.24.32.014,41.228,0.808,1.250,-0.503
1601655872024,2020-10-02T12.24.32.024,41.238,1.098,0.655,-0.595
1601655872033,2020-10-02T12.24.32.033,41.247,0.534,0.899,-0.701
1601655872043,2020-10-02T12.24.32.043,41.257,1.006,1.204,-1.174
1601655872054,2020-10-02T12.24.32.054,41.268,1.692,0.061,-1.341
1601655872064,2020-10-02T12.24.32.064,41.278,1.509,-0.351,-3.003
1601655872074,2020-10-02T12.24.32.074,41.288,0.473,1.128,-2.393
1601655872083,2020-10-02T12.24.32.083,41.297,-0.899,2.393,-0.473
1601655872093,2020-10-02T12.24.32.093,41.307,-0.838,2.454,0.137
1601655872103,2020-10-02T12.24.32.103,41.317,-0.091,1.479,0.412
1601655872114,2020-10-02T12.24.32.114,41.328,0.915,0.579,1.220
1601655872122,2020-10-02T12.24.32.122,41.336,0.808,0.960,1.875
1601655872133,2020-10-02T12.24.32.133,41.347,-0.488,1.555,2.348
1601655872143,2020-10-02T12.24.32.143,41.357,-1.463,1.326,2.439
1601655872153,2020-10-02T12.24.32.153,41.367,-1.540,0.427,2.210
1601655872163,2020-10-02T12.24.32.163,41.377,-1.021,0.335,1.463
1601655872172,2020-10-02T12.24.32.172,41.386,-0.488,0.595,1.296
1601655872182,2020-10-02T12.24.32.182,41.396,-0.015,0.686,1.494
1601655872193,2020-10-02T12.24.32.193,41.407,0.168,0.503,1.113
1601655872203,2020-10-02T12.24.32.203,41.417,-0.335,0.396,0.808
1601655872212,2020-10-02T12.24.32.212,41.426,-0.488,0.945,0.290
1601655872222,2020-10-02T12.24.32.222,41.436,-0.534,0.640,-0.076
1601655872232,2020-10-02T12.24.32.232,41.446,-0.564,-0.351,-0.762
1601655872242,2020-10-02T12.24.32.242,41.456,-0.473,-0.945,-1.448
1601655872253,2020-10-02T12.24.32.253,41.467,-0.640,-0.808,-1.631
1601655872262,2020-10-02T12.24.32.262,41.476,-0.960,0.137,-1.738
1601655872272,2020-10-02T12.24.32.272,41.486,-0.838,1.509,-1.707
1601655872282,2020-10-02T12.24.32.282,41.496,-0.442,1.951,-1.845
1601655872292,2020-10-02T12.24.32.292,41.506,0.091,1.555,-1.890
1601655872301,2020-10-02T12.24.32.301,41.515,0.274,0.686,-1.616
1601655872311,2020-10-02T12.24.32.311,41.525,0.061,0.000,-1.235
1601655872322,2020-10-02T12.24.32.322,41.536,-0.442,-0.213,-0.915
1601655872332,2020-10-02T12.24.32.332,41.546,-0.457,-0.061,-0.671
1601655872342,2020-10-02T12.24.32.342,41.556,0.107,-0.168,-0.488
1601655872351,2020-10-02T12.24.32.351,41.565,0.396,0.122,-0.015
1601655872361,2020-10-02T12.24.32.361,41.575,0.473,1.082,0.351
1601655872371,2020-10-02T12.24.32.371,41.585,0.732,2.119,0.579
1601655872382,2020-10-02T12.24.32.382,41.596,0.762,2.668,0.899
1601655872390,2020-10-02T12.24.32.390,41.604,0.671,2.820,0.335
1601655872401,2020-10-02T12.24.32.401,41.615,0.396,2.942,-1.845
1601655872411,2020-10-02T12.24.32.411,41.625,0.091,1.113,1.555
1601655872421,2020-10-02T12.24.32.421,41.635,-0.534,2.012,0.213
1601655872431,2020-10-02T12.24.32.431,41.645,-0.884,3.979,0.762
1601655872440,2020-10-02T12.24.32.440,41.654,0.808,4.177,2.576
1601655872450,2020-10-02T12.24.32.450,41.664,0.716,4.878,1.448
1601655872461,2020-10-02T12.24.32.461,41.675,1.082,3.826,0.777
1601655872471,2020-10-02T12.24.32.471,41.685,1.951,2.424,-0.091
1601655872480,2020-10-02T12.24.32.480,41.694,1.616,1.524,-0.899
1601655872490,2020-10-02T12.24.32.490,41.704,0.671,0.732,-1.159
1601655872500,2020-10-02T12.24.32.500,41.714,-0.213,-0.076,-1.494
1601655872511,2020-10-02T12.24.32.511,41.725,-1.113,-0.534,-1.799
1601655872521,2020-10-02T12.24.32.521,41.735,-1.174,-1.540,-2.195
1601655872530,2020-10-02T12.24.32.530,41.744,-0.945,-3.369,-2.439
1601655872540,2020-10-02T12.24.32.540,41.754,-0.884,-3.262,-2.470
1601655872550,2020-10-02T12.24.32.550,41.764,-1.128,-1.677,-2.424
1601655872560,2020-10-02T12.24.32.560,41.774,-1.220,-0.610,-2.302
1601655872571,2020-10-02T12.24.32.571,41.785,-1.037,-0.808,-2.119
1601655872579,2020-10-02T12.24.32.579,41.793,-0.290,-0.686,-1.723
1601655872590,2020-10-02T12.24.32.590,41.804,0.198,-0.030,-1.341
1601655872600,2020-10-02T12.24.32.600,41.814,0.046,0.091,-1.220
1601655872610,2020-10-02T12.24.32.610,41.824,0.015,-0.244,-1.250
1601655872619,2020-10-02T12.24.32.619,41.833,-0.320,-0.671,-1.143
1601655872629,2020-10-02T12.24.32.629,41.843,-0.747,-0.488,-0.838
1601655872639,2020-10-02T12.24.32.639,41.853,-1.159,0.244,-0.412
1601655872650,2020-10-02T12.24.32.650,41.864,-0.869,0.762,-0.213
1601655872660,2020-10-02T12.24.32.660,41.874,-0.152,0.168,-0.183
1601655872669,2020-10-02T12.24.32.669,41.883,0.213,-0.549,0.015
1601655872679,2020-10-02T12.24.32.679,41.893,0.503,-0.671,0.198
1601655872689,2020-10-02T12.24.32.689,41.903,0.534,0.076,0.320
1601655872700,2020-10-02T12.24.32.700,41.914,0.320,1.448,0.549
1601655872708,2020-10-02T12.24.32.708,41.922,0.442,2.591,0.838
1601655872719,2020-10-02T12.24.32.719,41.933,0.716,2.912,0.610
1601655872729,2020-10-02T12.24.32.729,41.943,1.052,2.210,0.198
1601655872739,2020-10-02T12.24.32.739,41.953,0.869,1.204,0.137
1601655872749,2020-10-02T12.24.32.749,41.963,0.107,1.341,0.351
1601655872758,2020-10-02T12.24.32.758,41.972,-1.204,2.805,0.503
1601655872768,2020-10-02T12.24.32.768,41.982,-1.326,2.027,0.030
1601655872779,2020-10-02T12.24.32.779,41.993,0.335,-0.427,-0.534
1601655872789,2020-10-02T12.24.32.789,42.003,0.991,-1.631,-1.067
1601655872798,2020-10-02T12.24.32.798,42.012,0.671,-0.854,-1.143
1601655872808,2020-10-02T12.24.32.808,42.022,0.229,0.381,-0.777
1601655872818,2020-10-02T12.24.32.818,42.032,-0.412,1.159,-0.671
1601655872828,2020-10-02T12.24.32.828,42.042,0.000,1.037,-0.732
1601655872839,2020-10-02T12.24.32.839,42.053,-0.244,0.366,-0.427
1601655872847,2020-10-02T12.24.32.847,42.061,-0.869,-0.427,-0.305
1601655872858,2020-10-02T12.24.32.858,42.072,-0.854,-0.351,-0.274
1601655872868,2020-10-02T12.24.32.868,42.082,-1.220,0.152,0.137
1601655872878,2020-10-02T12.24.32.878,42.092,-0.854,0.366,0.229
1601655872887,2020-10-02T12.24.32.887,42.101,-0.808,-0.122,0.396
1601655872897,2020-10-02T12.24.32.897,42.111,-1.402,-0.686,0.290
1601655872908,2020-10-02T12.24.32.908,42.122,-1.555,-1.418,0.229
1601655872918,2020-10-02T12.24.32.918,42.132,-1.768,-1.692,0.427
1601655872928,2020-10-02T12.24.32.928,42.142,-1.982,-1.357,0.457
1601655872937,2020-10-02T12.24.32.937,42.151,-1.860,-1.280,0.168
1601655872947,2020-10-02T12.24.32.947,42.161,-1.204,-0.564,-0.183
1601655872957,2020-10-02T12.24.32.957,42.171,-0.290,0.198,-0.595
1601655872968,2020-10-02T12.24.32.968,42.182,0.366,0.716,-0.701
1601655872976,2020-10-02T12.24.32.976,42.190,1.113,0.473,-0.732
1601655872987,2020-10-02T12.24.32.987,42.201,1.524,-0.122,-1.250
1601655872997,2020-10-02T12.24.32.997,42.211,1.311,-0.549,-1.387
1601655873007,2020-10-02T12.24.33.007,42.221,0.518,-1.204,-1.159
1601655873017,2020-10-02T12.24.33.017,42.231,-0.213,-1.601,-1.052
1601655873026,2020-10-02T12.24.33.026,42.240,-0.884,-0.960,-0.640
1601655873036,2020-10-02T12.24.33.036,42.250,-1.555,0.457,-0.335
1601655873047,2020-10-02T12.24.33.047,42.261,-1.448,1.006,-0.213
1601655873057,2020-10-02T12.24.33.057,42.271,-0.473,1.326,0.213
1601655873066,2020-10-02T12.24.33.066,42.280,0.107,1.585,1.037
1601655873076,2020-10-02T12.24.33.076,42.290,0.198,1.646,1.738
1601655873086,2020-10-02T12.24.33.086,42.300,0.457,1.524,2.271
1601655873096,2020-10-02T12.24.33.096,42.310,0.351,1.341,2.348
1601655873107,2020-10-02T12.24.33.107,42.321,0.046,0.762,2.180
1601655873116,2020-10-02T12.24.33.116,42.330,-0.259,-0.091,1.768
1601655873126,2020-10-02T12.24.33.126,42.340,-0.808,-0.579,1.479
1601655873136,2020-10-02T12.24.33.136,42.350,-0.732,-0.412,1.250
1601655873146,2020-10-02T12.24.33.146,42.360,-0.655,0.640,1.418
1601655873155,2020-10-02T12.24.33.155,42.369,-0.335,1.921,1.570
1601655873165,2020-10-02T12.24.33.165,42.379,0.076,3.216,1.524
1601655873176,2020-10-02T12.24.33.176,42.390,0.534,3.506,1.463
1601655873186,2020-10-02T12.24.33.186,42.400,0.412,2.652,1.479
1601655873196,2020-10-02T12.24.33.196,42.410,0.442,1.662,1.479
1601655873205,2020-10-02T12.24.33.205,42.419,0.427,0.747,1.341
1601655873215,2020-10-02T12.24.33.215,42.429,-0.229,0.000,1.418
1601655873225,2020-10-02T12.24.33.225,42.439,-0.412,-0.229,1.448
1601655873236,2020-10-02T12.24.33.236,42.450,-0.884,-0.213,1.418
1601655873244,2020-10-02T12.24.33.244,42.458,-1.250,-0.366,1.052
1601655873255,2020-10-02T12.24.33.255,42.469,-0.884,-0.762,0.595
1601655873265,2020-10-02T12.24.33.265,42.479,-0.534,-0.198,0.168
1601655873275,2020-10-02T12.24.33.275,42.489,-0.549,0.762,0.046
1601655873285,2020-10-02T12.24.33.285,42.499,-0.381,1.966,-0.015
1601655873294,2020-10-02T12.24.33.294,42.508,0.427,2.332,-0.091
1601655873304,2020-10-02T12.24.33.304,42.518,0.960,1.494,0.091
1601655873315,2020-10-02T12.24.33.315,42.529,0.762,0.335,0.152
1601655873325,2020-10-02T12.24.33.325,42.539,0.427,-0.076,0.091
1601655873334,2020-10-02T12.24.33.334,42.548,0.076,-0.030,0.137
1601655873344,2020-10-02T12.24.33.344,42.558,-0.427,-0.290,0.213
1601655873354,2020-10-02T12.24.33.354,42.568,-0.457,-0.320,0.152
1601655873365,2020-10-02T12.24.33.365,42.579,0.046,-0.259,0.122
1601655873375,2020-10-02T12.24.33.375,42.589,0.427,0.168,0.091
1601655873384,2020-10-02T12.24.33.384,42.598,0.899,0.640,0.229
1601655873394,2020-10-02T12.24.33.394,42.608,0.960,1.235,0.564
1601655873404,2020-10-02T12.24.33.404,42.618,1.098,2.348,0.732
1601655873414,2020-10-02T12.24.33.414,42.628,0.655,2.683,0.884
1601655873423,2020-10-02T12.24.33.423,42.637,0.686,2.073,0.808
1601655873433,2020-10-02T12.24.33.433,42.647,1.372,1.220,0.793
1601655873444,2020-10-02T12.24.33.444,42.658,1.372,1.265,0.793
1601655873454,2020-10-02T12.24.33.454,42.668,0.976,1.860,0.747
1601655873464,2020-10-02T12.24.33.464,42.678,0.976,1.677,0.732
1601655873473,2020-10-02T12.24.33.473,42.687,0.595,0.869,0.351
