epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601655854379,2020-10-02T12.24.14.379,23.593,-0.107,-0.534,-0.122
1601655854387,2020-10-02T12.24.14.387,23.601,0.244,-1.021,0.030
1601655854398,2020-10-02T12.24.14.398,23.612,0.396,-1.235,-0.030
1601655854408,2020-10-02T12.24.14.408,23.622,-0.076,-0.168,-0.046
1601655854418,2020-10-02T12.24.14.418,23.632,-0.823,1.540,0.046
1601655854429,2020-10-02T12.24.14.429,23.643,-0.884,1.601,0.610
1601655854437,2020-10-02T12.24.14.437,23.651,-0.838,0.366,1.220
1601655854448,2020-10-02T12.24.14.448,23.662,-0.412,-1.174,1.387
1601655854458,2020-10-02T12.24.14.458,23.672,0.030,-2.134,1.037
1601655854468,2020-10-02T12.24.14.468,23.682,-0.046,-2.119,0.595
1601655854477,2020-10-02T12.24.14.477,23.691,-0.991,0.366,0.549
1601655854487,2020-10-02T12.24.14.487,23.701,-1.677,2.393,0.534
1601655854497,2020-10-02T12.24.14.497,23.711,-0.427,0.640,0.290
1601655854508,2020-10-02T12.24.14.508,23.722,1.067,-1.814,-0.030
1601655854518,2020-10-02T12.24.14.518,23.732,0.274,-1.037,-0.290
1601655854527,2020-10-02T12.24.14.527,23.741,-1.418,2.302,-0.183
1601655854537,2020-10-02T12.24.14.537,23.751,-1.585,3.415,0.503
1601655854547,2020-10-02T12.24.14.547,23.761,-0.595,1.860,0.930
1601655854557,2020-10-02T12.24.14.557,23.771,0.564,-0.518,0.442
1601655854566,2020-10-02T12.24.14.566,23.780,0.777,-1.829,0.091
1601655854576,2020-10-02T12.24.14.576,23.790,0.366,-1.402,-0.213
1601655854587,2020-10-02T12.24.14.587,23.801,-0.732,-0.030,-0.229
1601655854597,2020-10-02T12.24.14.597,23.811,-0.686,1.402,-0.625
1601655854607,2020-10-02T12.24.14.607,23.821,0.107,1.280,-0.351
1601655854616,2020-10-02T12.24.14.616,23.830,0.229,0.152,0.259
1601655854626,2020-10-02T12.24.14.626,23.840,0.076,-0.168,0.122
1601655854637,2020-10-02T12.24.14.637,23.851,-1.128,0.412,0.244
1601655854647,2020-10-02T12.24.14.647,23.861,-1.936,1.631,0.381
1601655854656,2020-10-02T12.24.14.656,23.870,-1.357,1.052,0.640
1601655854666,2020-10-02T12.24.14.666,23.880,0.229,-1.174,0.549
1601655854676,2020-10-02T12.24.14.676,23.890,1.220,-2.180,0.152
1601655854686,2020-10-02T12.24.14.686,23.900,0.381,-0.808,-0.061
1601655854697,2020-10-02T12.24.14.697,23.911,0.305,-0.152,-0.107
1601655854705,2020-10-02T12.24.14.705,23.919,1.082,-1.418,0.030
1601655854716,2020-10-02T12.24.14.716,23.930,1.479,-3.110,-0.213
1601655854726,2020-10-02T12.24.14.726,23.940,2.165,-5.747,-1.067
1601655854736,2020-10-02T12.24.14.736,23.950,3.659,-10.960,-1.845
1601655854745,2020-10-02T12.24.14.745,23.959,4.268,-15.229,-1.997
1601655854755,2020-10-02T12.24.14.755,23.969,2.165,-14.024,-2.210
1601655854765,2020-10-02T12.24.14.765,23.979,-0.305,-8.979,-1.784
1601655854776,2020-10-02T12.24.14.776,23.990,-1.677,-1.585,-0.777
1601655854786,2020-10-02T12.24.14.786,24.000,-1.845,3.598,0.076
1601655854795,2020-10-02T12.24.14.795,24.009,-1.692,3.552,0.259
1601655854805,2020-10-02T12.24.14.805,24.019,-1.143,0.549,0.107
1601655854815,2020-10-02T12.24.14.815,24.029,-1.006,-1.204,0.000
1601655854825,2020-10-02T12.24.14.825,24.039,-1.280,-1.936,-0.351
1601655854834,2020-10-02T12.24.14.834,24.048,-0.412,-2.927,-0.595
1601655854845,2020-10-02T12.24.14.845,24.059,0.320,-3.064,-0.351
1601655854855,2020-10-02T12.24.14.855,24.069,-0.518,0.061,0.335
1601655854865,2020-10-02T12.24.14.865,24.079,-1.098,3.125,0.869
1601655854875,2020-10-02T12.24.14.875,24.089,-0.762,3.277,1.220
1601655854884,2020-10-02T12.24.14.884,24.098,-0.625,2.241,1.372
1601655854894,2020-10-02T12.24.14.894,24.108,0.259,0.351,1.174
1601655854905,2020-10-02T12.24.14.905,24.119,0.915,-0.412,0.549
1601655854915,2020-10-02T12.24.14.915,24.129,0.305,0.015,0.412
1601655854924,2020-10-02T12.24.14.924,24.138,0.122,1.524,0.274
1601655854934,2020-10-02T12.24.14.934,24.148,-0.107,1.845,0.259
1601655854944,2020-10-02T12.24.14.944,24.158,-0.137,0.503,0.274
1601655854954,2020-10-02T12.24.14.954,24.168,-0.549,-0.716,0.183
1601655854965,2020-10-02T12.24.14.965,24.179,-1.646,-0.655,0.046
1601655854973,2020-10-02T12.24.14.973,24.187,-3.354,1.540,0.335
1601655854984,2020-10-02T12.24.14.984,24.198,-4.314,5.244,0.671
1601655854994,2020-10-02T12.24.14.994,24.208,-3.552,5.000,0.930
1601655855004,2020-10-02T12.24.15.004,24.218,-1.113,0.884,0.671
1601655855013,2020-10-02T12.24.15.013,24.227,0.518,-2.409,0.198
1601655855023,2020-10-02T12.24.15.023,24.237,0.107,-0.838,-0.473
1601655855033,2020-10-02T12.24.15.033,24.247,-0.808,0.579,-0.335
1601655855044,2020-10-02T12.24.15.044,24.258,0.137,-1.067,-0.229
1601655855054,2020-10-02T12.24.15.054,24.268,1.890,-3.933,-0.244
1601655855063,2020-10-02T12.24.15.063,24.277,2.668,-5.091,-0.777
1601655855073,2020-10-02T12.24.15.073,24.287,3.323,-5.046,-2.576
1601655855083,2020-10-02T12.24.15.083,24.297,2.424,-2.774,-2.134
1601655855094,2020-10-02T12.24.15.094,24.308,-0.030,-0.152,-0.015
1601655855102,2020-10-02T12.24.15.102,24.316,-0.396,-0.107,0.396
1601655855113,2020-10-02T12.24.15.113,24.327,-0.137,0.076,0.503
1601655855123,2020-10-02T12.24.15.123,24.337,-1.098,1.524,1.159
1601655855133,2020-10-02T12.24.15.133,24.347,-1.265,1.494,1.174
1601655855143,2020-10-02T12.24.15.143,24.357,-0.747,-0.427,0.716
1601655855152,2020-10-02T12.24.15.152,24.366,0.259,-2.073,0.274
1601655855162,2020-10-02T12.24.15.162,24.376,0.640,-2.485,-0.213
1601655855173,2020-10-02T12.24.15.173,24.387,0.473,-2.530,-0.640
1601655855183,2020-10-02T12.24.15.183,24.397,-0.747,-1.113,-0.244
1601655855192,2020-10-02T12.24.15.192,24.406,-1.662,2.073,0.168
1601655855202,2020-10-02T12.24.15.202,24.416,-0.976,1.966,0.290
1601655855212,2020-10-02T12.24.15.212,24.426,0.198,-0.976,0.076
1601655855222,2020-10-02T12.24.15.222,24.436,0.762,-1.997,-0.427
1601655855233,2020-10-02T12.24.15.233,24.447,0.015,2.271,-0.762
1601655855242,2020-10-02T12.24.15.242,24.456,-1.067,4.405,-0.488
1601655855252,2020-10-02T12.24.15.252,24.466,-0.046,1.707,-0.274
1601655855262,2020-10-02T12.24.15.262,24.476,1.189,-1.860,-0.259
1601655855272,2020-10-02T12.24.15.272,24.486,1.280,-3.399,-0.213
1601655855281,2020-10-02T12.24.15.281,24.495,1.433,-4.360,-0.595
1601655855291,2020-10-02T12.24.15.291,24.505,1.799,-7.683,-0.549
1601655855302,2020-10-02T12.24.15.302,24.516,0.838,-6.189,0.030
1601655855312,2020-10-02T12.24.15.312,24.526,-0.488,-1.784,0.671
1601655855322,2020-10-02T12.24.15.322,24.536,-0.274,-0.122,1.509
1601655855331,2020-10-02T12.24.15.331,24.545,-0.549,-0.884,1.616
1601655855341,2020-10-02T12.24.15.341,24.555,-1.296,1.235,1.021
1601655855351,2020-10-02T12.24.15.351,24.565,-1.707,2.744,1.235
1601655855362,2020-10-02T12.24.15.362,24.576,-1.540,2.302,1.326
1601655855370,2020-10-02T12.24.15.370,24.584,-0.625,-0.137,1.204
1601655855381,2020-10-02T12.24.15.381,24.595,0.046,-2.088,0.610
1601655855391,2020-10-02T12.24.15.391,24.605,0.518,-1.662,-0.198
1601655855401,2020-10-02T12.24.15.401,24.615,-0.396,0.442,-0.091
1601655855411,2020-10-02T12.24.15.411,24.625,-1.052,2.149,0.396
1601655855420,2020-10-02T12.24.15.420,24.634,-0.945,1.021,0.473
1601655855430,2020-10-02T12.24.15.430,24.644,-0.305,-1.220,0.198
1601655855441,2020-10-02T12.24.15.441,24.655,-0.564,-1.524,0.213
1601655855451,2020-10-02T12.24.15.451,24.665,-1.265,0.915,0.412
1601655855460,2020-10-02T12.24.15.460,24.674,-1.616,4.085,0.716
1601655855470,2020-10-02T12.24.15.470,24.684,-1.265,3.384,0.823
1601655855480,2020-10-02T12.24.15.480,24.694,0.122,1.143,0.488
1601655855491,2020-10-02T12.24.15.491,24.705,0.671,-0.229,0.107
1601655855501,2020-10-02T12.24.15.501,24.715,0.595,-0.884,-0.427
1601655855510,2020-10-02T12.24.15.510,24.724,0.488,-0.915,-0.884
1601655855520,2020-10-02T12.24.15.520,24.734,0.061,-0.122,-0.595
1601655855530,2020-10-02T12.24.15.530,24.744,0.320,0.061,-0.107
1601655855540,2020-10-02T12.24.15.540,24.754,0.655,-0.899,0.610
1601655855549,2020-10-02T12.24.15.549,24.763,0.198,-1.570,1.021
1601655855559,2020-10-02T12.24.15.559,24.773,-0.015,-1.951,0.899
1601655855570,2020-10-02T12.24.15.570,24.784,0.091,-1.951,0.473
1601655855580,2020-10-02T12.24.15.580,24.794,0.473,-0.793,-0.030
1601655855590,2020-10-02T12.24.15.590,24.804,0.320,0.274,-0.305
1601655855599,2020-10-02T12.24.15.599,24.813,0.091,0.061,-0.396
1601655855609,2020-10-02T12.24.15.609,24.823,0.259,-0.625,-0.503
1601655855619,2020-10-02T12.24.15.619,24.833,0.229,-1.463,-0.518
1601655855630,2020-10-02T12.24.15.630,24.844,-0.549,0.427,-0.305
1601655855638,2020-10-02T12.24.15.638,24.852,-2.409,4.192,0.366
1601655855649,2020-10-02T12.24.15.649,24.863,-2.241,4.253,1.006
1601655855659,2020-10-02T12.24.15.659,24.873,-0.427,0.534,1.143
1601655855669,2020-10-02T12.24.15.669,24.883,0.320,-2.393,0.960
1601655855679,2020-10-02T12.24.15.679,24.893,0.030,-3.125,0.564
1601655855688,2020-10-02T12.24.15.688,24.902,0.061,-2.896,0.152
1601655855699,2020-10-02T12.24.15.699,24.913,1.067,-2.073,-0.061
1601655855709,2020-10-02T12.24.15.709,24.923,1.692,-1.524,-0.229
1601655855719,2020-10-02T12.24.15.719,24.933,2.287,-4.116,-0.381
1601655855729,2020-10-02T12.24.15.729,24.943,2.515,-5.244,-0.564
1601655855738,2020-10-02T12.24.15.738,24.952,1.799,-3.430,-0.396
1601655855748,2020-10-02T12.24.15.748,24.962,1.128,-2.088,0.122
1601655855759,2020-10-02T12.24.15.759,24.973,0.320,-3.171,0.015
1601655855769,2020-10-02T12.24.15.769,24.983,-0.518,-3.491,-0.229
1601655855778,2020-10-02T12.24.15.778,24.992,-1.037,-0.823,0.259
1601655855788,2020-10-02T12.24.15.788,25.002,-1.845,4.512,1.159
1601655855798,2020-10-02T12.24.15.798,25.012,-2.271,7.881,1.951
1601655855808,2020-10-02T12.24.15.808,25.022,-2.485,8.095,2.652
1601655855819,2020-10-02T12.24.15.819,25.033,-1.723,6.235,2.942
1601655855827,2020-10-02T12.24.15.827,25.041,-0.259,3.704,2.226
1601655855838,2020-10-02T12.24.15.838,25.052,0.716,1.220,1.098
1601655855848,2020-10-02T12.24.15.848,25.062,0.884,0.381,0.229
1601655855858,2020-10-02T12.24.15.858,25.072,0.137,2.332,0.107
1601655855867,2020-10-02T12.24.15.867,25.081,-0.473,4.040,0.198
1601655855877,2020-10-02T12.24.15.877,25.091,0.396,2.637,0.091
1601655855887,2020-10-02T12.24.15.887,25.101,1.585,-0.869,-0.229
1601655855898,2020-10-02T12.24.15.898,25.112,1.021,-1.387,-0.335
1601655855908,2020-10-02T12.24.15.908,25.122,-1.479,2.424,0.244
1601655855917,2020-10-02T12.24.15.917,25.131,-2.530,4.619,0.945
1601655855927,2020-10-02T12.24.15.927,25.141,-1.585,2.988,1.052
1601655855937,2020-10-02T12.24.15.937,25.151,-1.159,1.280,0.976
1601655855948,2020-10-02T12.24.15.948,25.162,-1.189,1.113,0.534
1601655855956,2020-10-02T12.24.15.956,25.170,-1.357,1.159,-0.015
1601655855967,2020-10-02T12.24.15.967,25.181,-1.021,-0.777,-0.488
1601655855977,2020-10-02T12.24.15.977,25.191,-0.244,-3.155,-0.579
1601655855987,2020-10-02T12.24.15.987,25.201,-0.396,-0.366,-0.061
1601655855997,2020-10-02T12.24.15.997,25.211,-1.753,4.863,1.662
1601655856006,2020-10-02T12.24.16.006,25.220,-2.332,5.686,2.973
1601655856016,2020-10-02T12.24.16.016,25.230,-1.250,2.835,2.607
1601655856027,2020-10-02T12.24.16.027,25.241,-0.290,-0.213,1.784
1601655856037,2020-10-02T12.24.16.037,25.251,-0.030,-1.662,0.671
1601655856046,2020-10-02T12.24.16.046,25.260,0.152,-1.966,-0.152
1601655856056,2020-10-02T12.24.16.056,25.270,0.625,-1.768,-0.534
1601655856066,2020-10-02T12.24.16.066,25.280,0.564,-1.159,-0.412
1601655856076,2020-10-02T12.24.16.076,25.290,0.183,-0.198,-0.198
1601655856087,2020-10-02T12.24.16.087,25.301,-1.357,2.424,0.899
1601655856096,2020-10-02T12.24.16.096,25.310,-2.530,3.613,1.646
1601655856106,2020-10-02T12.24.16.106,25.320,-2.058,1.768,1.372
1601655856116,2020-10-02T12.24.16.116,25.330,-1.174,0.518,0.579
1601655856126,2020-10-02T12.24.16.126,25.340,-1.723,2.500,0.320
1601655856135,2020-10-02T12.24.16.135,25.349,-1.723,3.765,0.107
1601655856145,2020-10-02T12.24.16.145,25.359,-0.381,1.448,-0.457
1601655856156,2020-10-02T12.24.16.156,25.370,0.899,-2.622,-1.067
1601655856166,2020-10-02T12.24.16.166,25.380,1.235,-4.771,-1.509
1601655856176,2020-10-02T12.24.16.176,25.390,1.402,-4.848,-1.982
1601655856185,2020-10-02T12.24.16.185,25.399,1.692,-5.122,-2.180
1601655856195,2020-10-02T12.24.16.195,25.409,1.280,-6.494,-1.509
1601655856205,2020-10-02T12.24.16.205,25.419,0.015,-2.973,-0.930
1601655856216,2020-10-02T12.24.16.216,25.430,-1.021,1.204,-0.396
1601655856224,2020-10-02T12.24.16.224,25.438,-1.174,0.335,-0.549
1601655856235,2020-10-02T12.24.16.235,25.449,-0.137,-3.582,-1.463
1601655856245,2020-10-02T12.24.16.245,25.459,1.220,-6.357,-2.500
1601655856255,2020-10-02T12.24.16.255,25.469,3.034,-8.171,-4.695
1601655856265,2020-10-02T12.24.16.265,25.479,5.747,-10.762,-7.973
1601655856274,2020-10-02T12.24.16.274,25.488,6.250,-11.418,-7.332
1601655856284,2020-10-02T12.24.16.284,25.498,5.625,-9.040,-5.732
1601655856295,2020-10-02T12.24.16.295,25.509,2.210,-0.320,-3.720
1601655856305,2020-10-02T12.24.16.305,25.519,-0.503,5.351,-1.905
1601655856314,2020-10-02T12.24.16.314,25.528,0.107,2.470,-0.671
1601655856324,2020-10-02T12.24.16.324,25.538,1.509,-3.216,-0.152
1601655856334,2020-10-02T12.24.16.334,25.548,1.966,-4.649,-0.701
1601655856345,2020-10-02T12.24.16.345,25.559,1.128,-0.564,-1.128
1601655856355,2020-10-02T12.24.16.355,25.569,0.625,2.942,-1.372
1601655856364,2020-10-02T12.24.16.364,25.578,1.372,2.744,-1.585
1601655856374,2020-10-02T12.24.16.374,25.588,2.180,-0.320,-1.357
1601655856384,2020-10-02T12.24.16.384,25.598,2.363,-2.683,-1.037
1601655856394,2020-10-02T12.24.16.394,25.608,1.357,-3.963,-0.762
1601655856403,2020-10-02T12.24.16.403,25.617,0.396,-3.628,-0.213
1601655856413,2020-10-02T12.24.16.413,25.627,-0.564,-1.784,0.396
1601655856424,2020-10-02T12.24.16.424,25.638,0.046,-0.823,0.351
1601655856434,2020-10-02T12.24.16.434,25.648,1.159,-1.509,0.122
1601655856444,2020-10-02T12.24.16.444,25.658,1.143,-1.845,0.061
1601655856453,2020-10-02T12.24.16.453,25.667,-0.625,2.210,-0.168
1601655856463,2020-10-02T12.24.16.463,25.677,-2.256,5.808,0.259
1601655856473,2020-10-02T12.24.16.473,25.687,-0.945,5.046,0.655
1601655856484,2020-10-02T12.24.16.484,25.698,1.463,1.189,0.732
1601655856492,2020-10-02T12.24.16.492,25.706,1.966,-1.357,0.396
1601655856503,2020-10-02T12.24.16.503,25.717,-0.076,0.305,0.244
1601655856513,2020-10-02T12.24.16.513,25.727,-2.134,4.482,0.412
1601655856523,2020-10-02T12.24.16.523,25.737,-2.134,6.463,0.412
1601655856533,2020-10-02T12.24.16.533,25.747,-0.777,3.735,0.107
1601655856542,2020-10-02T12.24.16.542,25.756,0.960,-1.738,-0.716
1601655856553,2020-10-02T12.24.16.553,25.767,1.707,-5.534,-1.753
1601655856563,2020-10-02T12.24.16.563,25.777,0.701,-4.985,-2.652
1601655856573,2020-10-02T12.24.16.573,25.787,-0.351,-1.448,-3.308
1601655856582,2020-10-02T12.24.16.582,25.796,-0.808,0.884,-3.201
1601655856592,2020-10-02T12.24.16.592,25.806,0.152,-0.503,-3.720
1601655856602,2020-10-02T12.24.16.602,25.816,1.296,-4.329,-6.189
1601655856613,2020-10-02T12.24.16.613,25.827,0.442,-8.811,-10.366
1601655856623,2020-10-02T12.24.16.623,25.837,-0.915,-17.226,-16.387
1601655856632,2020-10-02T12.24.16.632,25.846,0.899,-40.137,-25.716
1601655856642,2020-10-02T12.24.16.642,25.856,4.009,-70.716,-34.162
1601655856652,2020-10-02T12.24.16.652,25.866,2.851,-95.320,-37.302
1601655856662,2020-10-02T12.24.16.662,25.876,0.716,-115.823,-39.116
1601655856671,2020-10-02T12.24.16.671,25.885,3.918,-128.735,-46.646
1601655856681,2020-10-02T12.24.16.681,25.895,9.375,-144.390,-50.518
1601655856692,2020-10-02T12.24.16.692,25.906,15.518,-163.110,-55.259
1601655856702,2020-10-02T12.24.16.702,25.916,19.314,-180.488,-61.357
1601655856712,2020-10-02T12.24.16.712,25.926,19.390,-193.598,-66.646
1601655856721,2020-10-02T12.24.16.721,25.935,12.317,-202.332,-67.287
1601655856731,2020-10-02T12.24.16.731,25.945,1.616,-215.457,-70.015
1601655856742,2020-10-02T12.24.16.742,25.956,-4.771,-236.402,-76.006
1601655856752,2020-10-02T12.24.16.752,25.966,-0.915,-260.762,-82.012
1601655856761,2020-10-02T12.24.16.761,25.975,12.866,-291.616,-89.268
1601655856771,2020-10-02T12.24.16.771,25.985,30.671,-328.064,-97.957
1601655856781,2020-10-02T12.24.16.781,25.995,54.909,-377.256,-106.402
1601655856791,2020-10-02T12.24.16.791,26.005,93.735,-464.177,-109.710
1601655856802,2020-10-02T12.24.16.802,26.016,149.421,-499.497,-117.195
1601655856810,2020-10-02T12.24.16.810,26.024,218.537,-499.497,-127.607
1601655856821,2020-10-02T12.24.16.821,26.035,279.223,-498.582,-121.982
1601655856831,2020-10-02T12.24.16.831,26.045,294.024,-499.497,-95.351
1601655856841,2020-10-02T12.24.16.841,26.055,254.695,-499.497,-61.402
1601655856850,2020-10-02T12.24.16.850,26.064,181.402,-499.497,-29.802
1601655856860,2020-10-02T12.24.16.860,26.074,84.939,-499.497,-3.720
1601655856870,2020-10-02T12.24.16.870,26.084,-28.963,-467.058,13.521
1601655856881,2020-10-02T12.24.16.881,26.095,-128.460,-242.881,24.771
1601655856891,2020-10-02T12.24.16.891,26.105,-174.451,1.814,29.848
1601655856900,2020-10-02T12.24.16.900,26.114,-172.942,128.110,38.354
1601655856910,2020-10-02T12.24.16.910,26.124,-129.375,146.509,38.354
1601655856920,2020-10-02T12.24.16.920,26.134,-62.088,95.427,24.421
1601655856930,2020-10-02T12.24.16.930,26.144,-6.113,27.226,6.372
1601655856939,2020-10-02T12.24.16.939,26.153,26.448,-21.372,-11.677
1601655856950,2020-10-02T12.24.16.950,26.164,30.716,-32.424,-25.107
1601655856960,2020-10-02T12.24.16.960,26.174,11.326,-11.402,-27.866
1601655856970,2020-10-02T12.24.16.970,26.184,-24.024,27.226,-21.082
1601655856980,2020-10-02T12.24.16.980,26.194,-59.101,68.857,-13.140
1601655856989,2020-10-02T12.24.16.989,26.203,-78.064,92.866,-11.921
1601655856999,2020-10-02T12.24.16.999,26.213,-79.146,89.863,-17.820
1601655857010,2020-10-02T12.24.17.010,26.224,-64.436,62.485,-27.012
1601655857020,2020-10-02T12.24.17.020,26.234,-43.247,20.595,-33.323
1601655857029,2020-10-02T12.24.17.029,26.243,-23.354,-11.341,-33.064
1601655857039,2020-10-02T12.24.17.039,26.253,-8.811,-18.460,-25.335
1601655857049,2020-10-02T12.24.17.049,26.263,-3.491,0.732,-11.402
1601655857059,2020-10-02T12.24.17.059,26.273,-7.393,41.113,3.841
1601655857070,2020-10-02T12.24.17.070,26.284,-12.729,80.640,14.573
1601655857078,2020-10-02T12.24.17.078,26.292,-12.774,100.976,25.534
1601655857089,2020-10-02T12.24.17.089,26.303,-8.780,97.500,31.265
1601655857099,2020-10-02T12.24.17.099,26.313,1.707,74.497,28.979
1601655857109,2020-10-02T12.24.17.109,26.323,8.232,42.470,27.119
1601655857118,2020-10-02T12.24.17.118,26.332,7.134,18.963,24.649
1601655857128,2020-10-02T12.24.17.128,26.342,4.024,5.473,20.899
1601655857138,2020-10-02T12.24.17.138,26.352,-0.473,-0.396,18.735
1601655857149,2020-10-02T12.24.17.149,26.363,-9.131,5.152,19.436
1601655857159,2020-10-02T12.24.17.159,26.373,-21.692,21.997,23.567
1601655857168,2020-10-02T12.24.17.168,26.382,-33.674,43.415,27.896
1601655857178,2020-10-02T12.24.17.178,26.392,-39.543,61.723,27.942
1601655857188,2020-10-02T12.24.17.188,26.402,-36.341,68.841,25.290
1601655857199,2020-10-02T12.24.17.199,26.413,-20.442,58.872,18.201
1601655857207,2020-10-02T12.24.17.207,26.421,-1.098,34.680,14.558
1601655857218,2020-10-02T12.24.17.218,26.432,8.384,10.640,12.866
1601655857228,2020-10-02T12.24.17.228,26.442,7.180,-5.960,7.912
1601655857238,2020-10-02T12.24.17.238,26.452,-2.622,-17.073,2.713
1601655857248,2020-10-02T12.24.17.248,26.462,-23.979,-14.223,1.829
1601655857257,2020-10-02T12.24.17.257,26.471,-48.918,3.506,2.637
1601655857267,2020-10-02T12.24.17.267,26.481,-67.409,23.155,5.640
1601655857278,2020-10-02T12.24.17.278,26.492,-81.189,36.631,7.866
1601655857288,2020-10-02T12.24.17.288,26.502,-89.939,36.204,5.747
1601655857298,2020-10-02T12.24.17.298,26.512,-89.848,3.293,-2.134
1601655857307,2020-10-02T12.24.17.307,26.521,-95.274,-47.835,-8.628
1601655857317,2020-10-02T12.24.17.317,26.531,-111.159,-82.744,-14.619
1601655857327,2020-10-02T12.24.17.327,26.541,-130.015,-95.518,-16.845
1601655857338,2020-10-02T12.24.17.338,26.552,-148.201,-82.866,-11.524
1601655857346,2020-10-02T12.24.17.346,26.560,-161.997,-51.966,-3.110
1601655857357,2020-10-02T12.24.17.357,26.571,-177.622,-24.055,3.308
1601655857367,2020-10-02T12.24.17.367,26.581,-200.869,2.988,9.512
1601655857377,2020-10-02T12.24.17.377,26.591,-220.686,25.640,15.396
1601655857387,2020-10-02T12.24.17.387,26.601,-231.143,27.912,19.710
1601655857396,2020-10-02T12.24.17.396,26.610,-234.101,12.851,20.579
1601655857407,2020-10-02T12.24.17.407,26.621,-225.716,-6.326,15.213
1601655857417,2020-10-02T12.24.17.417,26.631,-217.713,-31.814,8.186
1601655857427,2020-10-02T12.24.17.427,26.641,-223.979,-43.994,8.415
1601655857436,2020-10-02T12.24.17.436,26.650,-241.448,-34.756,15.122
1601655857446,2020-10-02T12.24.17.446,26.660,-259.284,-23.369,19.085
1601655857456,2020-10-02T12.24.17.456,26.670,-272.393,-22.698,18.430
1601655857467,2020-10-02T12.24.17.467,26.681,-279.985,-28.704,16.296
1601655857477,2020-10-02T12.24.17.477,26.691,-289.497,-32.195,12.881
1601655857486,2020-10-02T12.24.17.486,26.700,-301.372,-30.213,12.226
1601655857496,2020-10-02T12.24.17.496,26.710,-309.985,-24.634,15.000
1601655857506,2020-10-02T12.24.17.506,26.720,-314.314,-26.174,19.284
1601655857516,2020-10-02T12.24.17.516,26.730,-315.290,-26.021,27.973
1601655857525,2020-10-02T12.24.17.525,26.739,-312.744,-16.006,35.488
1601655857535,2020-10-02T12.24.17.535,26.749,-311.402,-5.305,37.927
1601655857546,2020-10-02T12.24.17.546,26.760,-311.250,1.677,34.787
1601655857556,2020-10-02T12.24.17.556,26.770,-313.308,4.207,30.335
1601655857566,2020-10-02T12.24.17.566,26.780,-310.823,-0.640,27.104
1601655857575,2020-10-02T12.24.17.575,26.789,-300.747,-11.479,26.067
1601655857585,2020-10-02T12.24.17.585,26.799,-301.860,-16.128,23.720
1601655857596,2020-10-02T12.24.17.596,26.810,-315.610,-3.643,18.689
1601655857606,2020-10-02T12.24.17.606,26.820,-330.960,18.689,11.250
1601655857615,2020-10-02T12.24.17.615,26.829,-340.000,28.628,1.052
1601655857625,2020-10-02T12.24.17.625,26.839,-340.442,19.314,-14.802
1601655857635,2020-10-02T12.24.17.635,26.849,-328.155,-0.030,-30.046
1601655857645,2020-10-02T12.24.17.645,26.859,-310.762,-10.701,-38.034
1601655857656,2020-10-02T12.24.17.656,26.870,-294.588,-12.439,-39.451
1601655857664,2020-10-02T12.24.17.664,26.878,-286.738,-9.299,-38.384
1601655857675,2020-10-02T12.24.17.675,26.889,-289.543,-3.079,-42.713
1601655857685,2020-10-02T12.24.17.685,26.899,-292.454,-0.960,-50.213
1601655857695,2020-10-02T12.24.17.695,26.909,-289.131,-2.500,-59.924
1601655857704,2020-10-02T12.24.17.704,26.918,-276.296,-8.277,-70.884
1601655857714,2020-10-02T12.24.17.714,26.928,-263.110,-17.851,-82.271
1601655857724,2020-10-02T12.24.17.724,26.938,-255.884,-25.320,-91.905
1601655857735,2020-10-02T12.24.17.735,26.949,-245.168,-29.436,-95.701
1601655857745,2020-10-02T12.24.17.745,26.959,-226.555,-35.930,-89.375
1601655857754,2020-10-02T12.24.17.754,26.968,-214.024,-35.838,-79.238
1601655857764,2020-10-02T12.24.17.764,26.978,-211.463,-27.088,-75.274
1601655857774,2020-10-02T12.24.17.774,26.988,-206.265,-21.784,-73.430
1601655857784,2020-10-02T12.24.17.784,26.998,-195.869,-24.710,-73.643
1601655857793,2020-10-02T12.24.17.793,27.007,-182.866,-30.290,-70.930
1601655857804,2020-10-02T12.24.17.804,27.018,-162.378,-32.500,-69.466
1601655857814,2020-10-02T12.24.17.814,27.028,-133.171,-35.137,-69.741
1601655857824,2020-10-02T12.24.17.824,27.038,-99.665,-37.652,-64.695
1601655857834,2020-10-02T12.24.17.834,27.048,-69.101,-33.506,-53.262
1601655857843,2020-10-02T12.24.17.843,27.057,-43.049,-27.271,-37.439
1601655857853,2020-10-02T12.24.17.853,27.067,-21.082,-20.564,-18.125
1601655857864,2020-10-02T12.24.17.864,27.078,-5.198,-9.527,-0.030
1601655857874,2020-10-02T12.24.17.874,27.088,8.628,3.216,14.192
1601655857883,2020-10-02T12.24.17.883,27.097,26.311,10.595,23.369
1601655857893,2020-10-02T12.24.17.893,27.107,46.418,10.595,29.223
1601655857903,2020-10-02T12.24.17.903,27.117,64.695,7.210,32.317
1601655857913,2020-10-02T12.24.17.913,27.127,80.777,1.951,32.119
1601655857924,2020-10-02T12.24.17.924,27.138,96.463,-4.634,28.506
1601655857932,2020-10-02T12.24.17.932,27.146,112.241,-12.363,23.780
1601655857943,2020-10-02T12.24.17.943,27.157,126.905,-18.415,21.433
