epoc (ms),C_Gx,C_Gy,C_Gz,C_Ax,C_Ay,C_Az,Activity
1601655859104,-16.753,-4.07,-6.494,-0.951,-0.089,-0.528,right curl
1601655859115,-18.262,-6.204,-7.195,-0.946,-0.082,-0.525,right curl
1601655859125,-19.97,-7.851,-8.918,-0.943,-0.081,-0.532,right curl
1601655859135,-21.098,-9.024,-10.823,-0.944,-0.086,-0.551,right curl
1601655859144,-21.57,-8.948,-10.716,-0.962,-0.09,-0.579,right curl
1601655859154,-23.659,-5.244,-9.68,-0.964,-0.07,-0.6,right curl
1601655859164,-29.695,1.341,-8.78,-0.943,-0.065,-0.628,right curl
1601655859175,-37.576,6.89,-8.796,-0.926,-0.059,-0.657,right curl
1601655859183,-42.119,8.003,-9.695,-0.909,-0.051,-0.716,right curl
1601655859194,-45.335,2.622,-11.22,-0.905,-0.031,-0.783,right curl
1601655859204,-49.299,-8.049,-14.055,-0.905,-0.022,-0.836,right curl
1601655859214,-54.345,-23.735,-18.689,-0.917,-0.025,-0.864,right curl
1601655859224,-58.948,-40.427,-22.18,-0.93,-0.032,-0.861,right curl
1601655859233,-65.534,-49.177,-23.948,-0.939,-0.029,-0.868,right curl
1601655859243,-74.954,-50.168,-24.985,-0.942,-0.022,-0.893,right curl
1601655859254,-85.503,-46.89,-25.061,-0.935,-0.024,-0.919,right curl
1601655859264,-96.768,-43.247,-24.238,-0.922,-0.024,-0.96,right curl
1601655859273,-106.28,-43.994,-25.534,-0.911,-0.023,-1.017,right curl
1601655859283,-113.979,-49.695,-27.835,-0.897,-0.026,-1.071,right curl
1601655859293,-122.622,-59.527,-30.899,-0.885,-0.041,-1.104,right curl
1601655859304,-134.009,-68.43,-34.512,-0.879,-0.057,-1.105,right curl
1601655859314,-148.689,-72.912,-37.774,-0.864,-0.089,-1.073,right curl
1601655859323,-163.46,-73.628,-39.893,-0.854,-0.122,-1.042,right curl
1601655859333,-176.204,-72.104,-39.695,-0.876,-0.181,-0.985,right curl
1601655859343,-188.72,-60.869,-34.939,-0.917,-0.235,-0.924,right curl
1601655859353,-201.753,-39.146,-26.143,-0.917,-0.257,-0.901,right curl
1601655859362,-213.979,-18.216,-19.466,-0.894,-0.259,-0.931,right curl
1601655859372,-221.098,-10.0,-19.04,-0.874,-0.274,-0.983,right curl
1601655859383,-226.555,-15.03,-21.829,-0.839,-0.285,-1.031,right curl
1601655859393,-234.527,-29.192,-27.271,-0.78,-0.303,-1.034,right curl
1601655859403,-244.101,-45.915,-36.341,-0.746,-0.341,-0.995,right curl
1601655859412,-251.54,-58.598,-45.457,-0.755,-0.412,-0.957,right curl
1601655859422,-261.86,-64.512,-49.817,-0.785,-0.494,-0.877,right curl
1601655859432,-270.854,-61.067,-50.244,-0.83,-0.591,-0.774,right curl
1601655859443,-273.506,-51.311,-44.726,-0.838,-0.628,-0.719,right curl
1601655859451,-278.14,-39.665,-37.851,-0.806,-0.631,-0.678,right curl
1601655859462,-287.302,-27.927,-37.698,-0.753,-0.628,-0.625,right curl
1601655859472,-294.634,-17.652,-38.872,-0.722,-0.646,-0.588,right curl
1601655859482,-298.277,-10.152,-41.89,-0.726,-0.661,-0.589,right curl
1601655859492,-299.116,-7.637,-47.729,-0.765,-0.699,-0.586,right curl
1601655859501,-296.006,-9.36,-51.296,-0.804,-0.731,-0.58,right curl
1601655859512,-293.232,-14.497,-49.97,-0.796,-0.732,-0.534,right curl
1601655859522,-296.418,-14.07,-49.97,-0.755,-0.713,-0.437,right curl
1601655859532,-302.18,-4.68,-50.732,-0.732,-0.717,-0.353,right curl
1601655859541,-303.216,6.509,-54.238,-0.734,-0.749,-0.316,right curl
1601655859551,-293.201,14.954,-57.195,-0.768,-0.718,-0.34,right curl
1601655859561,-284.421,15.915,-57.82,-0.763,-0.704,-0.394,right curl
1601655859572,-281.082,11.326,-59.421,-0.781,-0.696,-0.429,right curl
1601655859582,-280.716,4.146,-63.171,-0.79,-0.686,-0.462,right curl
1601655859591,-283.476,-3.171,-69.497,-0.815,-0.661,-0.468,right curl
1601655859601,-286.174,-12.759,-76.204,-0.831,-0.687,-0.433,right curl
1601655859611,-283.674,-28.598,-81.723,-0.837,-0.718,-0.339,right curl
1601655859621,-274.741,-45.03,-85.076,-0.867,-0.694,-0.252,right curl
1601655859630,-259.893,-56.28,-88.491,-0.903,-0.728,-0.215,right curl
1601655859640,-247.744,-61.555,-86.829,-0.911,-0.784,-0.167,right curl
1601655859651,-242.668,-56.296,-79.695,-0.946,-0.736,-0.086,right curl
1601655859661,-233.948,-48.369,-73.72,-0.925,-0.699,-0.019,right curl
1601655859671,-225.625,-41.631,-70.976,-0.905,-0.68,0.018,right curl
1601655859680,-221.418,-36.159,-70.305,-0.911,-0.682,0.076,right curl
1601655859690,-214.329,-26.875,-71.997,-0.976,-0.691,0.101,right curl
1601655859700,-203.552,-18.491,-74.009,-1.049,-0.715,0.112,right curl
1601655859711,-194.345,-19.954,-71.204,-1.089,-0.728,0.163,right curl
1601655859720,-182.47,-30.869,-68.186,-1.123,-0.739,0.256,right curl
1601655859730,-164.726,-43.811,-70.991,-1.134,-0.706,0.358,right curl
1601655859740,-140.899,-61.768,-74.68,-1.167,-0.718,0.446,right curl
1601655859750,-118.704,-79.695,-78.796,-1.213,-0.781,0.579,right curl
1601655859761,-105.64,-80.808,-81.677,-1.256,-0.827,0.735,right curl
1601655859769,-90.61,-67.927,-81.905,-1.312,-0.839,0.864,right curl
1601655859780,-71.799,-51.905,-76.372,-1.365,-0.866,0.95,right curl
1601655859790,-48.095,-38.354,-61.966,-1.391,-0.897,0.989,right curl
1601655859800,-21.463,-27.881,-41.387,-1.404,-0.909,0.961,right curl
1601655859809,3.216,-21.418,-11.28,-1.376,-0.879,0.923,right curl
1601655859819,22.546,-9.71,18.506,-1.283,-0.802,0.866,right curl
1601655859829,37.317,6.448,38.887,-1.164,-0.724,0.797,right curl
1601655859840,50.213,19.314,51.311,-1.077,-0.656,0.719,right curl
1601655859850,66.037,26.037,58.735,-1.013,-0.581,0.625,right curl
1601655859859,85.595,24.832,58.308,-0.935,-0.533,0.533,right curl
1601655859869,104.71,16.524,54.832,-0.881,-0.489,0.463,right curl
1601655859879,124.665,3.232,48.613,-0.868,-0.474,0.394,right curl
1601655859889,145.671,-13.918,38.277,-0.878,-0.469,0.324,right curl
1601655859898,163.933,-30.244,26.845,-0.885,-0.477,0.269,right curl
1601655859908,175.183,-39.649,20.122,-0.899,-0.492,0.215,right curl
1601655859919,180.076,-41.143,16.418,-0.917,-0.505,0.2,right curl
1601655859929,179.878,-36.341,13.872,-0.915,-0.521,0.206,right curl
1601655859939,177.012,-29.787,13.445,-0.899,-0.527,0.232,right curl
1601655859948,175.503,-19.588,14.451,-0.873,-0.521,0.267,right curl
1601655859958,175.838,-6.433,14.345,-0.824,-0.504,0.281,right curl
1601655859969,176.921,5.869,9.832,-0.787,-0.507,0.268,right curl
1601655859979,178.018,15.579,2.729,-0.781,-0.513,0.232,right curl
1601655859988,181.22,22.439,-7.21,-0.785,-0.514,0.159,right curl
1601655859998,184.924,23.232,-19.634,-0.778,-0.524,0.072,right curl
1601655860008,186.54,17.424,-29.848,-0.77,-0.528,-0.01,right curl
1601655860018,187.546,4.024,-40.838,-0.751,-0.54,-0.065,right curl
1601655860029,192.043,-13.552,-53.979,-0.755,-0.577,-0.049,right curl
1601655860037,206.082,-29.345,-59.924,-0.826,-0.664,0.042,right curl
1601655860048,232.073,-39.405,-51.784,-0.899,-0.694,0.151,right curl
1601655860058,263.659,-37.485,-36.524,-0.906,-0.705,0.204,right curl
1601655860068,284.863,-15.61,-23.186,-0.895,-0.74,0.198,right curl
1601655860078,290.137,21.845,-11.402,-0.886,-0.76,0.138,right curl
1601655860087,285.793,61.052,0.0,-0.875,-0.769,0.042,right curl
1601655860097,276.86,92.134,8.826,-0.861,-0.747,-0.091,right curl
1601655860108,266.57,107.21,13.537,-0.852,-0.707,-0.227,right curl
1601655860118,255.915,107.668,13.43,-0.859,-0.652,-0.331,right curl
1601655860127,244.329,98.582,11.921,-0.888,-0.636,-0.394,right curl
1601655860137,235.305,80.762,12.912,-0.935,-0.637,-0.406,right curl
1601655860147,233.598,59.223,14.939,-0.951,-0.625,-0.366,right curl
1601655860158,240.93,37.927,14.116,-0.915,-0.593,-0.312,right curl
1601655860168,253.552,22.607,12.79,-0.889,-0.568,-0.262,right curl
1601655860177,264.223,18.14,11.601,-0.871,-0.591,-0.208,right curl
1601655860187,265.091,30.716,8.994,-0.859,-0.586,-0.186,right curl
1601655860197,261.921,52.698,6.966,-0.847,-0.596,-0.179,right curl
1601655860207,258.14,76.585,7.835,-0.844,-0.6,-0.235,right curl
1601655860216,252.591,96.616,7.149,-0.854,-0.611,-0.36,right curl
1601655860226,244.284,104.527,9.726,-0.887,-0.61,-0.49,right curl
1601655860237,236.494,102.47,13.415,-0.901,-0.582,-0.573,right curl
1601655860247,228.841,92.226,14.924,-0.892,-0.543,-0.596,right curl
1601655860257,221.921,80.473,14.787,-0.873,-0.51,-0.565,right curl
1601655860266,220.274,66.601,15.259,-0.839,-0.49,-0.531,right curl
1601655860276,226.738,49.802,12.835,-0.796,-0.459,-0.523,right curl
1601655860286,236.753,34.527,5.64,-0.778,-0.424,-0.541,right curl
1601655860297,242.317,23.613,-6.143,-0.771,-0.401,-0.559,right curl
1601655860305,239.604,23.354,-16.463,-0.8,-0.404,-0.527,right curl
1601655860316,229.878,44.817,-23.735,-0.833,-0.413,-0.504,right curl
1601655860326,217.607,78.43,-27.927,-0.851,-0.4,-0.531,right curl
1601655860336,206.845,107.241,-31.159,-0.855,-0.373,-0.57,right curl
1601655860346,201.082,123.384,-37.515,-0.83,-0.343,-0.618,right curl
1601655860355,199.787,121.387,-47.256,-0.811,-0.342,-0.703,right curl
1601655860366,196.875,99.588,-57.622,-0.842,-0.367,-0.79,right curl
1601655860376,189.238,67.454,-64.345,-0.906,-0.364,-0.826,right curl
1601655860386,179.024,34.451,-65.381,-0.949,-0.378,-0.826,right curl
1601655860395,168.323,4.756,-59.07,-0.994,-0.383,-0.81,right curl
1601655860405,156.86,-14.939,-47.53,-1.018,-0.392,-0.75,right curl
1601655860415,140.259,-11.875,-35.884,-1.024,-0.379,-0.683,right curl
1601655860426,119.405,13.049,-25.93,-1.047,-0.349,-0.638,right curl
1601655860436,93.811,50.152,-17.515,-1.06,-0.32,-0.628,right curl
1601655860445,68.369,84.771,-12.119,-1.064,-0.292,-0.653,right curl
1601655860455,50.793,105.366,-7.988,-1.085,-0.296,-0.682,right curl
1601655860465,41.128,108.704,-6.402,-1.121,-0.312,-0.735,right curl
1601655860475,35.991,95.762,-5.595,-1.163,-0.326,-0.77,right curl
1601655860484,34.07,76.799,-4.116,-1.209,-0.35,-0.78,right curl
1601655860494,31.113,59.36,-0.884,-1.234,-0.354,-0.772,right curl
1601655860505,25.381,47.866,4.024,-1.234,-0.35,-0.74,right curl
1601655860515,18.171,43.338,9.939,-1.209,-0.331,-0.714,right curl
1601655860525,8.979,43.11,16.28,-1.159,-0.299,-0.691,right curl
1601655860534,-2.119,46.113,20.884,-1.117,-0.275,-0.662,right curl
1601655860544,-12.53,48.095,22.317,-1.085,-0.263,-0.625,right curl
1601655860554,-19.253,46.829,22.485,-1.062,-0.266,-0.582,right curl
1601655860565,-21.402,41.189,23.018,-1.042,-0.27,-0.542,right curl
1601655860574,-20.838,31.113,23.186,-1.022,-0.28,-0.493,right curl
1601655860584,-17.896,18.674,22.348,-0.995,-0.272,-0.452,right curl
1601655860594,-11.387,6.235,20.945,-0.962,-0.269,-0.404,right curl
1601655860604,-5.427,-3.582,19.177,-0.93,-0.251,-0.368,right curl
1601655860615,-1.57,-7.576,16.905,-0.903,-0.238,-0.344,right curl
1601655860623,-0.869,-6.311,13.796,-0.88,-0.232,-0.334,right curl
1601655860634,-2.851,-2.896,10.564,-0.868,-0.229,-0.327,right curl
1601655860644,-5.579,0.412,7.942,-0.865,-0.237,-0.32,right curl
1601655860654,-8.11,1.784,5.762,-0.869,-0.238,-0.317,right curl
1601655860663,-9.466,-0.823,3.262,-0.878,-0.248,-0.316,right curl
1601655860673,-10.32,-6.067,1.646,-0.896,-0.257,-0.294,right curl
1601655860683,-9.954,-9.436,0.579,-0.901,-0.26,-0.28,right curl
1601655860694,-9.04,-10.96,-0.244,-0.907,-0.258,-0.26,right curl
1601655860704,-7.287,-9.848,-1.22,-0.916,-0.26,-0.252,right curl
1601655860713,-5.762,-7.729,-2.241,-0.923,-0.257,-0.254,right curl
1601655860723,-4.878,-6.555,-3.155,-0.933,-0.258,-0.259,right curl
1601655860733,-5.244,-5.335,-3.643,-0.941,-0.264,-0.265,right curl
1601655860743,-5.595,-3.064,-3.628,-0.956,-0.27,-0.268,right curl
1601655860752,-6.509,-1.143,-2.576,-0.972,-0.276,-0.275,right curl
1601655860762,-7.317,0.046,-1.814,-0.975,-0.271,-0.285,right curl
1601655860773,-6.738,-1.037,-1.738,-0.973,-0.268,-0.291,right curl
1601655860783,-5.427,-3.369,-2.546,-0.976,-0.272,-0.299,right curl
1601655860793,-4.817,-6.296,-2.942,-0.985,-0.274,-0.302,right curl
1601655860802,-5.869,-8.552,-2.79,-0.99,-0.277,-0.293,right curl
1601655860812,-7.104,-8.704,-2.79,-0.988,-0.281,-0.277,right curl
1601655860823,-7.973,-7.835,-2.988,-0.99,-0.285,-0.265,right curl
1601655860833,-7.119,-6.113,-2.652,-0.994,-0.288,-0.255,right curl
1601655860842,-5.549,-4.405,-2.165,-0.997,-0.286,-0.265,right curl
1601655860852,-3.018,-4.558,-0.732,-0.995,-0.282,-0.285,right curl
1601655860862,-0.351,-6.997,1.098,-0.992,-0.281,-0.311,right curl
1601655860872,-0.29,-9.695,3.308,-0.989,-0.274,-0.336,right curl
1601655860883,-2.317,-11.128,4.71,-0.981,-0.261,-0.358,right curl
1601655860891,-5.716,-13.476,5.046,-0.981,-0.259,-0.354,right curl
1601655860902,-8.46,-16.982,4.207,-0.977,-0.255,-0.337,right curl
1601655860912,-7.027,-20.061,3.049,-0.976,-0.252,-0.316,right curl
1601655860922,-5.198,-21.037,2.729,-0.967,-0.256,-0.302,right curl
1601655860931,-5.442,-19.329,3.095,-0.966,-0.25,-0.295,right curl
1601655860941,-6.905,-14.482,3.674,-0.962,-0.249,-0.297,right curl
1601655860951,-10.046,-6.555,4.756,-0.953,-0.246,-0.302,right curl
1601655860962,-12.759,-0.96,5.549,-0.951,-0.243,-0.314,right curl
1601655860972,-12.79,0.777,6.128,-0.948,-0.243,-0.337,right curl
1601655860981,-11.524,-0.777,5.899,-0.946,-0.237,-0.367,right curl
1601655860991,-11.25,-5.655,5.091,-0.954,-0.225,-0.401,right curl
1601655861001,-13.064,-11.982,4.223,-0.962,-0.22,-0.42,right curl
1601655861012,-16.341,-17.226,2.271,-0.967,-0.223,-0.422,right curl
1601655861020,-20.122,-20.869,0.412,-0.983,-0.233,-0.406,right curl
1601655861031,-24.39,-18.72,-0.335,-1.007,-0.244,-0.398,right curl
1601655861041,-30.015,-8.293,-0.046,-1.032,-0.248,-0.416,right curl
1601655861051,-36.616,5.915,1.799,-1.058,-0.258,-0.468,right curl
1601655861061,-42.424,15.716,5.351,-1.079,-0.254,-0.542,right curl
1601655861070,-46.098,17.348,8.171,-1.085,-0.231,-0.635,right curl
1601655861080,-47.805,9.314,8.628,-1.076,-0.208,-0.735,right curl
1601655861091,-51.418,-3.994,6.768,-1.075,-0.199,-0.812,right curl
1601655861101,-60.152,-12.866,4.405,-1.081,-0.187,-0.852,right curl
1601655861110,-74.741,-11.082,3.247,-1.067,-0.177,-0.872,right curl
1601655861120,-91.448,-3.841,3.079,-1.043,-0.156,-0.899,right curl
1601655861130,-104.207,1.357,1.921,-1.026,-0.149,-0.924,right curl
1601655861140,-116.57,5.0,-0.671,-1.014,-0.156,-0.953,right curl
1601655861151,-128.354,7.607,-3.43,-0.996,-0.148,-0.985,right curl
1601655861159,-135.686,3.902,-10.534,-0.941,-0.168,-1.035,right curl
1601655861170,-137.729,-11.098,-17.515,-0.878,-0.137,-1.082,right curl
1601655861180,-135.061,-37.668,-22.439,-0.827,-0.189,-1.125,right curl
1601655861190,-139.497,-67.912,-30.991,-0.789,-0.237,-1.132,right curl
1601655861199,-151.799,-91.265,-34.71,-0.764,-0.298,-1.09,right curl
1601655861209,-172.165,-98.735,-33.643,-0.759,-0.376,-1.018,right curl
1601655861220,-198.582,-87.668,-28.155,-0.788,-0.436,-0.938,right curl
1601655861230,-224.329,-64.268,-20.534,-0.8,-0.472,-0.873,right curl
1601655861240,-244.97,-41.494,-14.497,-0.781,-0.479,-0.837,right curl
1601655861249,-257.683,-26.159,-13.659,-0.774,-0.512,-0.796,right curl
1601655861259,-261.54,-19.07,-16.646,-0.766,-0.526,-0.781,right curl
1601655861269,-258.095,-24.695,-19.329,-0.742,-0.539,-0.784,right curl
1601655861280,-253.018,-39.512,-21.479,-0.71,-0.532,-0.774,right curl
1601655861290,-253.521,-52.683,-25.899,-0.666,-0.538,-0.741,right curl
1601655861299,-261.875,-56.494,-33.155,-0.648,-0.559,-0.693,right curl
1601655861309,-271.54,-51.402,-40.03,-0.654,-0.627,-0.648,right curl
1601655861319,-278.125,-40.351,-43.43,-0.69,-0.689,-0.606,right curl
1601655861329,-280.716,-32.271,-43.369,-0.718,-0.702,-0.586,right curl
1601655861338,-280.229,-29.817,-42.058,-0.717,-0.732,-0.567,right curl
1601655861348,-277.348,-30.015,-40.168,-0.723,-0.71,-0.551,right curl
1601655861359,-275.96,-30.823,-40.274,-0.697,-0.694,-0.515,right curl
1601655861369,-277.973,-29.954,-43.232,-0.689,-0.694,-0.462,right curl
1601655861379,-282.485,-28.384,-50.564,-0.686,-0.728,-0.42,right curl
1601655861388,-282.302,-25.823,-58.43,-0.718,-0.769,-0.416,right curl
1601655861398,-281.067,-27.393,-66.113,-0.742,-0.785,-0.436,right curl
1601655861408,-276.753,-35.671,-67.348,-0.783,-0.845,-0.435,right curl
1601655861419,-268.308,-44.436,-66.326,-0.836,-0.906,-0.426,right curl
1601655861428,-263.796,-53.689,-65.991,-0.847,-0.881,-0.417,right curl
1601655861438,-261.433,-61.067,-61.509,-0.848,-0.903,-0.379,right curl
1601655861448,-265.701,-59.116,-61.799,-0.857,-0.877,-0.347,right curl
1601655861458,-275.107,-54.878,-63.354,-0.801,-0.885,-0.303,right curl
1601655861469,-276.021,-48.78,-60.869,-0.833,-0.867,-0.265,right curl
1601655861477,-269.771,-39.055,-63.14,-0.858,-0.813,-0.284,right curl
1601655861488,-261.57,-37.942,-59.939,-0.871,-0.763,-0.298,right curl
1601655861498,-254.466,-49.604,-56.753,-0.857,-0.744,-0.252,right curl
1601655861508,-245.396,-62.302,-55.0,-0.845,-0.725,-0.178,right curl
1601655861517,-234.893,-65.152,-53.034,-0.827,-0.691,-0.114,right curl
1601655861527,-226.037,-58.354,-49.527,-0.821,-0.679,-0.049,right curl
1601655861537,-221.555,-45.29,-44.924,-0.802,-0.656,-0.009,right curl
1601655861548,-221.235,-33.018,-43.902,-0.797,-0.635,0.007,right curl
1601655861558,-221.89,-21.113,-48.445,-0.84,-0.647,0.053,right curl
1601655861567,-220.534,-7.927,-51.646,-0.906,-0.676,0.13,right curl
1601655861577,-211.113,-0.335,-51.174,-1.011,-0.7,0.201,right curl
1601655861587,-194.024,-2.302,-54.665,-1.083,-0.736,0.241,right curl
1601655861597,-173.643,-13.537,-56.936,-1.166,-0.745,0.269,right curl
1601655861606,-151.204,-35.549,-57.088,-1.258,-0.761,0.313,right curl
1601655861617,-130.747,-63.857,-56.082,-1.356,-0.849,0.412,right curl
1601655861627,-114.024,-87.043,-51.936,-1.399,-0.95,0.533,right curl
1601655861637,-107.043,-90.732,-39.71,-1.491,-0.919,0.694,right curl
1601655861647,-101.265,-75.0,-24.299,-1.522,-0.935,0.848,right curl
1601655861656,-83.369,-54.924,-2.561,-1.516,-0.941,0.953,right curl
1601655861666,-55.076,-41.921,15.183,-1.463,-0.901,0.984,right curl
1601655861677,-20.244,-35.549,32.134,-1.372,-0.834,0.961,right curl
1601655861687,16.326,-36.082,44.832,-1.27,-0.782,0.896,right curl
1601655861696,46.585,-38.674,52.378,-1.195,-0.738,0.836,right curl
1601655861706,70.534,-36.54,56.86,-1.14,-0.703,0.777,right curl
1601655861716,90.823,-33.018,61.54,-1.092,-0.681,0.71,right curl
1601655861726,107.912,-30.869,68.369,-1.052,-0.657,0.656,right curl
1601655861737,123.232,-27.744,74.04,-0.992,-0.607,0.598,right curl
1601655861745,140.747,-27.561,76.357,-0.922,-0.574,0.528,right curl
1601655861756,158.46,-35.64,71.555,-0.849,-0.523,0.44,right curl
1601655861766,174.97,-49.924,61.128,-0.797,-0.485,0.361,right curl
1601655861776,186.997,-67.591,45.823,-0.776,-0.472,0.293,right curl
1601655861785,194.451,-85.229,28.415,-0.79,-0.494,0.233,right curl
1601655861795,192.012,-93.491,13.598,-0.838,-0.523,0.221,right curl
1601655861805,178.521,-77.729,6.113,-0.877,-0.546,0.255,right curl
1601655861816,163.811,-43.308,3.582,-0.886,-0.55,0.248,right curl
1601655861826,155.061,-13.918,3.674,-0.896,-0.56,0.221,override
1601655861835,163.216,-5.396,4.619,-0.913,-0.564,0.211,override
1601655861845,193.704,-19.543,6.235,-0.911,-0.539,0.177,override
1601655861855,236.067,-46.052,5.793,-0.893,-0.497,0.142,override
1601655861866,277.271,-69.924,-0.29,-0.892,-0.487,0.073,override
1601655861874,303.46,-79.573,-8.277,-0.929,-0.51,-0.008,override
1601655861885,306.463,-65.32,-10.076,-0.986,-0.543,-0.088,override
1601655861895,286.494,-28.415,-2.988,-1.006,-0.549,-0.155,override
1601655861905,254.71,16.25,7.012,-0.97,-0.479,-0.204,override
1601655861915,227.058,48.765,14.375,-0.91,-0.41,-0.242,override
1601655861924,206.555,59.985,13.155,-0.845,-0.352,-0.248,override
1601655861934,195.03,52.134,3.247,-0.789,-0.333,-0.217,override
1601655861945,197.881,29.131,-9.756,-0.79,-0.346,-0.166,override
1601655861955,217.576,-5.183,-21.616,-0.807,-0.381,-0.109,override
1601655861965,250.442,-46.357,-30.991,-0.82,-0.405,-0.072,override
1601655861974,280.808,-74.177,-38.399,-0.86,-0.45,-0.014,override
1601655861984,287.561,-53.155,-38.232,-0.917,-0.499,-0.012,override
1601655861994,268.186,10.595,-25.198,-0.993,-0.541,-0.081,override
1601655862005,234.909,85.366,-3.476,-1.025,-0.518,-0.198,override
1601655862013,201.951,140.396,18.064,-0.969,-0.438,-0.318,override
1601655862024,178.415,158.003,29.543,-0.895,-0.346,-0.381,override
1601655862034,169.451,140.732,27.21,-0.844,-0.275,-0.403,override
1601655862044,177.256,97.012,15.183,-0.814,-0.236,-0.389,override
1601655862054,196.387,40.777,-1.463,-0.787,-0.232,-0.326,override
1601655862063,222.439,-11.189,-18.415,-0.796,-0.265,-0.261,override
1601655862074,246.052,-45.595,-33.567,-0.84,-0.347,-0.196,override
1601655862084,255.015,-38.674,-40.427,-0.937,-0.425,-0.196,override
1601655862094,246.677,8.384,-30.64,-1.019,-0.471,-0.277,override
1601655862103,221.021,68.445,-9.695,-1.061,-0.441,-0.416,override
1601655862113,191.235,111.692,12.637,-1.038,-0.347,-0.534,override
1601655862123,168.979,126.768,26.098,-0.965,-0.232,-0.604,override
1601655862134,156.966,115.564,23.232,-0.901,-0.144,-0.632,override
1601655862144,154.558,80.213,7.256,-0.864,-0.128,-0.575,override
1601655862153,160.564,37.149,-14.207,-0.87,-0.169,-0.482,override
1601655862163,174.024,0.732,-30.945,-0.924,-0.245,-0.393,override
1601655862173,193.125,-18.11,-38.14,-0.975,-0.292,-0.389,override
1601655862183,205.305,-19.558,-37.668,-0.984,-0.279,-0.412,override
